# Analysis title: MHCI_chipseq_diff_peaks_top1k analysis from Cistrome-GO
# Mode: Solo mode
# Specie: hg38
# Peak bed file name: MHCI_chipseq_diff_peaks_top1k.bed
# Top peaks to use: 10000
# Half-decay distance: 1000bp
# FDR cutoff of GO/KEGG terms to return: 0.2
# Minimum and maximum gene number in GO and KEGG gene sets: 10, 2000
# Term	N,n,B,b	Erichment	p_value	FDR	Gene_number
V(D)J recombination(GO:0033151)	16990, 0, 15, 0	0.0	1.0	1.0	15
macrophage differentiation(GO:0030225)	16990, 0, 17, 0	0.0	1.0	1.0	17
monocyte differentiation(GO:0030224)	16990, 0, 17, 0	0.0	1.0	1.0	17
platelet formation(GO:0030220)	16990, 0, 19, 0	0.0	1.0	1.0	19
negative regulation of calcium-mediated signaling(GO:0050849)	16990, 0, 31, 0	0.0	1.0	1.0	31
regulation of calcium-mediated signaling(GO:0050848)	16990, 18, 96, 1	9.832	0.171470694702	0.663351740117	96
protein hexamerization(GO:0034214)	16990, 0, 13, 0	0.0	1.0	1.0	13
regulation of cytokine biosynthetic process(GO:0042035)	16990, 121, 97, 1	1.448	0.508734932785	1.0	97
cardiac conduction(GO:0061337)	16990, 127, 47, 1	2.846	0.299303288756	0.893636759103	47
negative regulation of cytokine biosynthetic process(GO:0042036)	16990, 0, 29, 0	0.0	1.0	1.0	29
phagocytosis(GO:0006909)	16990, 0, 64, 0	0.0	1.0	1.0	64
aminoglycan metabolic process(GO:0006022)	16990, 113, 161, 1	0.934	0.680010268366	1.0	161
response to leucine(GO:0043201)	16990, 22, 14, 1	55.162	0.0230319066213	0.326794899258	14
DNA methylation(GO:0006306)	16990, 102, 46, 1	3.621	0.24890946522	0.803628807103	46
DNA modification(GO:0006304)	16990, 102, 87, 1	1.915	0.42599130518	1.0	87
double-strand break repair(GO:0006302)	16990, 28, 167, 1	3.633	0.386647883947	1.0	167
postreplication repair(GO:0006301)	16990, 144, 53, 1	2.226	0.363801557402	1.0	53
regulation of animal organ formation(GO:0003156)	16990, 69, 34, 2	14.484	0.0173228431059	0.291041096822	34
secondary metabolite biosynthetic process(GO:0044550)	16990, 0, 19, 0	0.0	1.0	1.0	19
positive regulation of ERAD pathway(GO:1904294)	16990, 127, 15, 1	8.919	0.106713987719	0.548438392825	15
endoplasmic reticulum tubular network organization(GO:0071786)	16990, 0, 12, 0	0.0	1.0	1.0	12
apoptotic DNA fragmentation(GO:0006309)	16990, 0, 16, 0	0.0	1.0	1.0	16
DNA catabolic process(GO:0006308)	16990, 0, 29, 0	0.0	1.0	1.0	29
gene silencing(GO:0016458)	16990, 0, 106, 0	0.0	1.0	1.0	106
adenylate cyclase-activating G protein-coupled receptor signaling pathway(GO:0007189)	16990, 109, 125, 4	4.988	0.0278158170333	0.342184347647	125
response to prostaglandin(GO:0034694)	16990, 0, 31, 0	0.0	1.0	1.0	31
response to prostaglandin E(GO:0034695)	16990, 0, 23, 0	0.0	1.0	1.0	23
cellular component maintenance(GO:0043954)	16990, 0, 46, 0	0.0	1.0	1.0	46
response to gonadotropin(GO:0034698)	16990, 22, 28, 1	27.581	0.0548418399897	0.432542310357	28
diterpenoid metabolic process(GO:0016101)	16990, 103, 95, 1	1.736	0.458419282233	1.0	95
vitamin transmembrane transport(GO:0035461)	16990, 0, 16, 0	0.0	1.0	1.0	16
glycosyl compound biosynthetic process(GO:1901659)	16990, 0, 41, 0	0.0	1.0	1.0	41
negative regulation of alcohol biosynthetic process(GO:1902931)	16990, 0, 13, 0	0.0	1.0	1.0	13
positive regulation by host of viral process(GO:0044794)	16990, 122, 14, 1	9.947	0.0962875078601	0.527421085776	14
leukocyte chemotaxis(GO:0030595)	16990, 128, 139, 6	5.73	0.00233619259349	0.0900214502667	139
neutrophil chemotaxis(GO:0030593)	16990, 128, 82, 4	6.475	0.00839171423984	0.207804556656	82
regulation of necroptotic process(GO:0060544)	16990, 127, 17, 1	7.869	0.12009670681	0.562639027459	17
ganglion development(GO:0061548)	16990, 0, 14, 0	0.0	1.0	1.0	14
regulation of response to external stimulus(GO:0032101)	16990, 148, 742, 17	2.63	0.00169016902344	0.0795352425395	742
vesicle coating(GO:0006901)	16990, 0, 67, 0	0.0	1.0	1.0	67
response to vitamin D(GO:0033280)	16990, 91, 29, 1	6.438	0.148785662784	0.622853818967	29
regulation of mRNA catabolic process(GO:0061013)	16990, 130, 152, 5	4.299	0.017915112193	0.291041096822	152
positive regulation of mRNA catabolic process(GO:0061014)	16990, 57, 45, 2	13.248	0.0219689150888	0.318284583064	45
radial glial cell differentiation(GO:0060019)	16990, 0, 12, 0	0.0	1.0	1.0	12
vesicle budding from membrane(GO:0006900)	16990, 0, 29, 0	0.0	1.0	1.0	29
positive regulation of protein tyrosine kinase activity(GO:0061098)	16990, 14, 55, 1	22.065	0.0794693644011	0.499670121267	55
positive regulation of JNK cascade(GO:0046330)	16990, 134, 137, 1	0.925	0.667318608071	1.0	137
phosphatidylinositol metabolic process(GO:0046488)	16990, 80, 224, 1	0.948	0.743637245964	1.0	224
phosphatidylethanolamine metabolic process(GO:0046337)	16990, 103, 19, 1	8.682	0.110484395313	0.548997873405	19
negative regulation of protein tyrosine kinase activity(GO:0061099)	16990, 127, 29, 1	4.613	0.196473764102	0.712103760191	29
trabecula morphogenesis(GO:0061383)	16990, 0, 24, 0	0.0	1.0	1.0	24
regulation of endocrine process(GO:0044060)	16990, 0, 44, 0	0.0	1.0	1.0	44
glycerolipid metabolic process(GO:0046486)	16990, 145, 421, 4	1.113	0.718681058958	1.0	421
diacylglycerol metabolic process(GO:0046339)	16990, 0, 22, 0	0.0	1.0	1.0	22
negative regulation of phosphorylation(GO:0042326)	16990, 60, 429, 4	2.64	0.196977231204	0.712103760191	429
cellular response to ethanol(GO:0071361)	16990, 0, 14, 0	0.0	1.0	1.0	14
negative regulation of cardiocyte differentiation(GO:1905208)	16990, 0, 19, 0	0.0	1.0	1.0	19
DNA strand elongation involved in DNA replication(GO:0006271)	16990, 0, 12, 0	0.0	1.0	1.0	12
DNA replication initiation(GO:0006270)	16990, 0, 25, 0	0.0	1.0	1.0	25
regulation of cellular response to drug(GO:2001038)	16990, 0, 25, 0	0.0	1.0	1.0	25
regulation of DNA replication(GO:0006275)	16990, 0, 106, 0	0.0	1.0	1.0	106
G protein-coupled receptor signaling pathway, coupled to cyclic nucleotide second messenger(GO:0007187)	16990, 109, 240, 6	3.897	0.0162821524903	0.288709414878	240
regulation of vascular permeability(GO:0043114)	16990, 0, 32, 0	0.0	1.0	1.0	32
regulation of cholesterol storage(GO:0010885)	16990, 0, 15, 0	0.0	1.0	1.0	15
positive regulation of lipid storage(GO:0010884)	16990, 0, 22, 0	0.0	1.0	1.0	22
response to dsRNA(GO:0043331)	16990, 127, 52, 3	7.718	0.017293175258	0.291041096822	52
regulation of cardiac muscle contraction by calcium ion signaling(GO:0010882)	16990, 0, 23, 0	0.0	1.0	1.0	23
regulation of cardiac muscle contraction by regulation of the release of sequestered calcium ion(GO:0010881)	16990, 0, 18, 0	0.0	1.0	1.0	18
regulation of release of sequestered calcium ion into cytosol by sarcoplasmic reticulum(GO:0010880)	16990, 0, 26, 0	0.0	1.0	1.0	26
regulation of protein import(GO:1904589)	16990, 112, 51, 1	2.974	0.291758700742	0.881675971062	51
photoperiodism(GO:0009648)	16990, 0, 24, 0	0.0	1.0	1.0	24
regulation of sequestering of triglyceride(GO:0010889)	16990, 0, 12, 0	0.0	1.0	1.0	12
negative regulation of lipid storage(GO:0010888)	16990, 0, 19, 0	0.0	1.0	1.0	19
positive regulation of catabolic process(GO:0009896)	16990, 60, 414, 5	3.42	0.0561396957936	0.435963537404	414
regulation of catabolic process(GO:0009894)	16990, 69, 896, 8	2.198	0.116075877208	0.554548523864	896
negative regulation of catabolic process(GO:0009895)	16990, 154, 297, 5	1.857	0.31387777577	0.920906322157	297
protein folding(GO:0006457)	16990, 2, 214, 1	39.696	0.0806548003025	0.503177158826	214
negative regulation of biosynthetic process(GO:0009890)	16990, 146, 1509, 22	1.697	0.0553344086593	0.432542310357	1509
positive regulation of biosynthetic process(GO:0009891)	16990, 45, 1961, 10	1.925	0.136576693499	0.596585393692	1961
positive regulation of canonical Wnt signaling pathway(GO:0090263)	16990, 127, 95, 2	2.816	0.244690437905	0.801587105223	95
presynaptic membrane organization(GO:0097090)	16990, 0, 11, 0	0.0	1.0	1.0	11
ribonucleoside monophosphate metabolic process(GO:0009161)	16990, 0, 52, 0	0.0	1.0	1.0	52
regulation of ventricular cardiac muscle cell membrane repolarization(GO:0060307)	16990, 0, 22, 0	0.0	1.0	1.0	22
organelle disassembly(GO:1903008)	16990, 22, 62, 2	24.912	0.00665417532593	0.185912494573	62
regulation of protein autophosphorylation(GO:0031952)	16990, 127, 47, 1	2.846	0.299303288756	0.893636759103	47
negative regulation of protein autophosphorylation(GO:0031953)	16990, 127, 13, 1	10.291	0.0931379331471	0.527195789458	13
regulation of receptor biosynthetic process(GO:0010869)	16990, 0, 21, 0	0.0	1.0	1.0	21
tertiary alcohol metabolic process(GO:1902644)	16990, 0, 12, 0	0.0	1.0	1.0	12
positive regulation of Wnt signaling pathway(GO:0030177)	16990, 127, 126, 2	2.123	0.355375258682	0.992245437726	126
regulation of adherens junction organization(GO:1903391)	16990, 0, 67, 0	0.0	1.0	1.0	67
regulation of membrane repolarization(GO:0060306)	16990, 127, 33, 1	4.054	0.220498344051	0.755410993508	33
positive regulation of adherens junction organization(GO:1903393)	16990, 0, 31, 0	0.0	1.0	1.0	31
neuron projection development(GO:0031175)	16990, 69, 245, 4	4.02	0.0619572573577	0.461322612834	245
plasma membrane bounded cell projection organization(GO:0120036)	16990, 74, 585, 6	2.355	0.157296465875	0.642239721364	585
positive regulation of plasma membrane bounded cell projection assembly(GO:0120034)	16990, 0, 100, 0	0.0	1.0	1.0	100
positive regulation of pathway-restricted SMAD protein phosphorylation(GO:0010862)	16990, 0, 48, 0	0.0	1.0	1.0	48
negative regulation of plasma membrane bounded cell projection assembly(GO:0120033)	16990, 0, 24, 0	0.0	1.0	1.0	24
positive regulation of triglyceride biosynthetic process(GO:0010867)	16990, 0, 12, 0	0.0	1.0	1.0	12
regulation of triglyceride biosynthetic process(GO:0010866)	16990, 0, 17, 0	0.0	1.0	1.0	17
response to ethanol(GO:0045471)	16990, 150, 115, 2	1.97	0.383645092511	1.0	115
anterior/posterior axis specification(GO:0009948)	16990, 0, 34, 0	0.0	1.0	1.0	34
response to amyloid-beta(GO:1904645)	16990, 0, 40, 0	0.0	1.0	1.0	40
N-acetylneuraminate metabolic process(GO:0006054)	16990, 0, 11, 0	0.0	1.0	1.0	11
ribosome assembly(GO:0042255)	16990, 0, 15, 0	0.0	1.0	1.0	15
ribosome biogenesis(GO:0042254)	16990, 0, 21, 0	0.0	1.0	1.0	21
regulation of macrophage cytokine production(GO:0010935)	16990, 0, 14, 0	0.0	1.0	1.0	14
negative regulation of leukocyte migration(GO:0002686)	16990, 0, 42, 0	0.0	1.0	1.0	42
positive regulation of leukocyte migration(GO:0002687)	16990, 135, 122, 4	4.126	0.0470400791496	0.415161065522	122
positive regulation of cytolysis(GO:0045919)	16990, 121, 11, 1	12.765	0.075817411667	0.492306825274	11
regulation of leukocyte migration(GO:0002685)	16990, 135, 181, 4	2.781	0.142351121389	0.609171613774	181
regulation of immune system process(GO:0002682)	16990, 135, 1418, 28	2.485	5.35058219326e-05	0.00760755790297	1418
negative regulation of immune system process(GO:0002683)	16990, 132, 420, 7	2.145	0.146417572347	0.61832179367	420
negative regulation of telomerase activity(GO:0051974)	16990, 0, 12, 0	0.0	1.0	1.0	12
negative regulation of carbohydrate metabolic process(GO:0045912)	16990, 132, 45, 2	5.721	0.081970654916	0.505788288084	45
positive regulation of DNA recombination(GO:0045911)	16990, 0, 42, 0	0.0	1.0	1.0	42
negative regulation of DNA recombination(GO:0045910)	16990, 79, 45, 1	4.779	0.203187372153	0.721280895267	45
regulation of execution phase of apoptosis(GO:1900117)	16990, 0, 36, 0	0.0	1.0	1.0	36
regulation of telomerase activity(GO:0051972)	16990, 0, 51, 0	0.0	1.0	1.0	51
negative regulation of leukocyte chemotaxis(GO:0002689)	16990, 0, 16, 0	0.0	1.0	1.0	16
mitochondrion distribution(GO:0048311)	16990, 0, 16, 0	0.0	1.0	1.0	16
regulation of release of cytochrome c from mitochondria(GO:0090199)	16990, 23, 48, 1	15.389	0.106204697972	0.548438392825	48
amine metabolic process(GO:0009308)	16990, 103, 62, 1	2.661	0.32488550974	0.936870085042	62
amine biosynthetic process(GO:0009309)	16990, 0, 22, 0	0.0	1.0	1.0	22
regulation of DNA-dependent DNA replication(GO:0090329)	16990, 0, 51, 0	0.0	1.0	1.0	51
regulation of chemokine secretion(GO:0090196)	16990, 0, 15, 0	0.0	1.0	1.0	15
rRNA transcription(GO:0009303)	16990, 0, 18, 0	0.0	1.0	1.0	18
UV protection(GO:0009650)	16990, 0, 13, 0	0.0	1.0	1.0	13
regulation of glomerulus development(GO:0090192)	16990, 0, 14, 0	0.0	1.0	1.0	14
negative regulation of protein dephosphorylation(GO:0035308)	16990, 0, 62, 0	0.0	1.0	1.0	62
adherens junction assembly(GO:0034333)	16990, 0, 34, 0	0.0	1.0	1.0	34
organic hydroxy compound biosynthetic process(GO:1901617)	16990, 0, 184, 0	0.0	1.0	1.0	184
negative regulation of response to cytokine stimulus(GO:0060761)	16990, 128, 59, 5	11.249	0.000277335537555	0.0266796787128	59
positive regulation of response to cytokine stimulus(GO:0060760)	16990, 37, 55, 2	16.698	0.0142263679954	0.271791543944	55
regulation of dephosphorylation(GO:0035303)	16990, 36, 203, 1	2.325	0.511682232423	1.0	203
regulation of response to cytokine stimulus(GO:0060759)	16990, 128, 166, 6	4.798	0.00584212750124	0.175628958006	166
regulation of androgen receptor signaling pathway(GO:0060765)	16990, 0, 26, 0	0.0	1.0	1.0	26
formation of extrachromosomal circular DNA(GO:0001325)	16990, 0, 11, 0	0.0	1.0	1.0	11
positive regulation of protein dephosphorylation(GO:0035307)	16990, 0, 42, 0	0.0	1.0	1.0	42
negative regulation of androgen receptor signaling pathway(GO:0060766)	16990, 0, 15, 0	0.0	1.0	1.0	15
negative regulation of interleukin-1 beta secretion(GO:0050713)	16990, 5, 14, 1	242.714	0.00785575306415	0.198874590729	14
negative regulation of interleukin-1 secretion(GO:0050711)	16990, 5, 17, 1	199.882	0.00956093740566	0.225431906477	17
negative regulation of cytokine secretion(GO:0050710)	16990, 18, 64, 3	44.245	0.000131860442317	0.0158562181887	64
positive regulation of interleukin-1 secretion(GO:0050716)	16990, 7, 35, 2	138.694	0.000239922533994	0.0245537742236	35
positive regulation of cytokine secretion(GO:0050715)	16990, 7, 126, 2	38.526	0.0040241537692	0.12954960846	126
canonical Wnt signaling pathway(GO:0060070)	16990, 0, 77, 0	0.0	1.0	1.0	77
negative regulation of multicellular organismal process(GO:0051241)	16990, 140, 1149, 22	2.324	0.00130360329065	0.0689047453632	1149
response to selenium ion(GO:0010269)	16990, 150, 11, 1	10.297	0.0929687436629	0.527195789458	11
magnesium ion transport(GO:0015693)	16990, 0, 18, 0	0.0	1.0	1.0	18
nuclear body organization(GO:0030575)	16990, 82, 16, 1	12.95	0.0764311007576	0.492806427137	16
collagen catabolic process(GO:0030574)	16990, 20, 42, 1	20.226	0.0832472070526	0.507501984693	42
calcium ion-regulated exocytosis of neurotransmitter(GO:0048791)	16990, 140, 14, 1	8.668	0.109473516083	0.548997873405	14
leukotriene metabolic process(GO:0006691)	16990, 0, 31, 0	0.0	1.0	1.0	31
icosanoid metabolic process(GO:0006690)	16990, 66, 104, 1	2.475	0.401653321087	1.0	104
prostaglandin metabolic process(GO:0006693)	16990, 66, 28, 1	9.194	0.111629689448	0.549488673933	28
steroid biosynthetic process(GO:0006694)	16990, 0, 127, 0	0.0	1.0	1.0	127
negative regulation of cation channel activity(GO:2001258)	16990, 127, 43, 1	3.111	0.277599706072	0.858132767484	43
positive regulation of cation channel activity(GO:2001259)	16990, 32, 65, 1	8.168	0.184039230392	0.686482891247	65
bile acid biosynthetic process(GO:0006699)	16990, 0, 27, 0	0.0	1.0	1.0	27
regulation of cation channel activity(GO:2001257)	16990, 32, 155, 2	6.851	0.0890946250499	0.520395972436	155
protein peptidyl-prolyl isomerization(GO:0000413)	16990, 40, 40, 1	10.619	0.117027061598	0.557326897315	40
response to alcohol(GO:0097305)	16990, 66, 216, 1	1.192	0.693983603829	1.0	216
cellular response to alcohol(GO:0097306)	16990, 0, 83, 0	0.0	1.0	1.0	83
adhesion of symbiont to host cell(GO:0044650)	16990, 0, 11, 0	0.0	1.0	1.0	11
endoderm development(GO:0007492)	16990, 46, 22, 1	16.789	0.0659964708765	0.469590273545	22
cytokine secretion(GO:0050663)	16990, 4, 45, 1	94.389	0.0244456815407	0.331288363593	45
positive regulation of receptor biosynthetic process(GO:0010870)	16990, 0, 11, 0	0.0	1.0	1.0	11
negative regulation of endoplasmic reticulum unfolded protein response(GO:1900102)	16990, 0, 11, 0	0.0	1.0	1.0	11
mesoderm development(GO:0007498)	16990, 0, 53, 0	0.0	1.0	1.0	53
regulation of ERAD pathway(GO:1904292)	16990, 127, 29, 1	4.613	0.196473764102	0.712103760191	29
BMP signaling pathway(GO:0030509)	16990, 0, 89, 0	0.0	1.0	1.0	89
organic hydroxy compound metabolic process(GO:1901615)	16990, 150, 432, 3	0.787	0.874733618336	1.0	432
positive regulation of smooth muscle contraction(GO:0045987)	16990, 0, 31, 0	0.0	1.0	1.0	31
excitatory postsynaptic potential(GO:0060079)	16990, 0, 64, 0	0.0	1.0	1.0	64
response to xenobiotic stimulus(GO:0009410)	16990, 72, 156, 3	4.538	0.080082168811	0.500904072797	156
response to UV(GO:0009411)	16990, 5, 136, 1	24.985	0.102581936184	0.536325122876	136
response to light stimulus(GO:0009416)	16990, 5, 292, 1	11.637	0.218758266908	0.751493415716	292
establishment of epithelial cell polarity(GO:0090162)	16990, 0, 29, 0	0.0	1.0	1.0	29
intracellular signal transduction(GO:0035556)	16990, 144, 1562, 19	1.435	0.248941148146	0.803628807103	1562
response to water(GO:0009415)	16990, 0, 15, 0	0.0	1.0	1.0	15
regulation of mitotic spindle checkpoint(GO:1903504)	16990, 0, 14, 0	0.0	1.0	1.0	14
cellular response to lipopolysaccharide(GO:0071222)	16990, 132, 154, 8	6.686	0.000124403742824	0.0153431282817	154
positive regulation of viral transcription(GO:0050434)	16990, 0, 21, 0	0.0	1.0	1.0	21
amyloid-beta metabolic process(GO:0050435)	16990, 0, 20, 0	0.0	1.0	1.0	20
regulation of catecholamine secretion(GO:0050433)	16990, 69, 62, 1	3.971	0.253503589418	0.811278952162	62
regulation of sterol biosynthetic process(GO:0106118)	16990, 0, 43, 0	0.0	1.0	1.0	43
apical protein localization(GO:0045176)	16990, 0, 11, 0	0.0	1.0	1.0	11
negative regulation of transcription by RNA polymerase II(GO:0000122)	16990, 146, 841, 15	2.076	0.0301168234942	0.349475356015	841
positive regulation of lipid localization(GO:1905954)	16990, 0, 80, 0	0.0	1.0	1.0	80
regulation of cell migration involved in sprouting angiogenesis(GO:0090049)	16990, 0, 38, 0	0.0	1.0	1.0	38
cell junction organization(GO:0034330)	16990, 0, 208, 0	0.0	1.0	1.0	208
negative regulation of lipid localization(GO:1905953)	16990, 0, 41, 0	0.0	1.0	1.0	41
regulation of lipid localization(GO:1905952)	16990, 0, 135, 0	0.0	1.0	1.0	135
semaphorin-plexin signaling pathway involved in neuron projection guidance(GO:1902285)	16990, 0, 13, 0	0.0	1.0	1.0	13
natural killer cell mediated immunity(GO:0002228)	16990, 131, 22, 2	11.79	0.02228979449	0.320999735021	22
protein transport within plasma membrane(GO:0099632)	16990, 0, 29, 0	0.0	1.0	1.0	29
toll-like receptor signaling pathway(GO:0002224)	16990, 135, 86, 3	4.39	0.0720574744782	0.484750282853	86
cerebral cortex neuron differentiation(GO:0021895)	16990, 0, 13, 0	0.0	1.0	1.0	13
innate immune response in mucosa(GO:0002227)	16990, 77, 19, 1	11.613	0.0857797959588	0.513824182518	19
innate immune response activating cell surface receptor signaling pathway(GO:0002220)	16990, 72, 66, 1	3.575	0.275624072067	0.856428802741	66
pattern recognition receptor signaling pathway(GO:0002221)	16990, 135, 114, 3	3.312	0.133143492991	0.590795626155	114
cellular iron ion homeostasis(GO:0006879)	16990, 0, 61, 0	0.0	1.0	1.0	61
cellular copper ion homeostasis(GO:0006878)	16990, 0, 14, 0	0.0	1.0	1.0	14
protein sumoylation(GO:0016925)	16990, 142, 38, 2	6.297	0.0697133194475	0.4756327185	38
histone H4 deacetylation(GO:0070933)	16990, 0, 11, 0	0.0	1.0	1.0	11
skeletal muscle cell differentiation(GO:0035914)	16990, 43, 51, 2	15.495	0.0179936556643	0.291041096822	51
cAMP metabolic process(GO:0046058)	16990, 0, 24, 0	0.0	1.0	1.0	24
cellular response to corticosteroid stimulus(GO:0071384)	16990, 65, 60, 1	4.356	0.237342791107	0.789501262258	60
positive regulation of smooth muscle cell differentiation(GO:0051152)	16990, 0, 12, 0	0.0	1.0	1.0	12
regulation of striated muscle cell differentiation(GO:0051153)	16990, 123, 97, 3	4.272	0.0751339885604	0.492306825274	97
negative regulation of neurotransmitter secretion(GO:0046929)	16990, 0, 12, 0	0.0	1.0	1.0	12
modulation of transcription in other organism involved in symbiotic interaction(GO:0052312)	16990, 128, 28, 1	4.741	0.191648931865	0.703151306081	28
